MWCO-SHAP,CA-SHAP,Size-SHAP,logKow-SHAP,Init_conc-SHAP,Pres-SHAP,IS-SHAP,charge_product-SHAP,
-0.3249837,-0.2987092,-0.1697152,0.5439607,0.5472099,-0.1521377,-0.656564,2.615771,
-0.3168004,-0.2671991,-0.0928691,0.62990135,1.046654,0.21506353,-0.4723556,2.7398744,
-0.335856,-0.2479349,-0.0938896,0.65289414,1.0704421,0.58293194,-0.4483333,2.8661208,
-0.3299993,-0.2522502,-0.0708718,0.6780542,0.9956349,0.81833166,-0.4102483,3.1100442,
-0.3228084,-0.2504766,-0.0707669,0.67382777,1.1783187,0.83125335,-0.4057233,3.1055622,
-0.3124915,-0.2471699,-0.0673528,0.65004194,1.2843127,0.82049805,-0.4301917,3.1206594,
-0.3064436,-0.2471699,-0.0673528,0.65104055,1.3859336,0.8251274,-0.4301917,3.1285357,
-0.3074523,-0.2387304,-0.0722354,0.64718103,1.3526626,0.82696164,-0.4070889,3.2466311,
-0.3008549,-0.2367792,-0.0722551,0.6485909,1.4481112,0.8283905,-0.3939276,3.258904,
-7.121216,-0.0565411,-0.6632003,0.63214564,4.1645045,-2.251779,-1.6025635,-1.2725846,
-7.121216,-0.0565411,-0.6632003,0.63214564,4.1645045,-2.251779,-1.6025635,-1.2725846,
-7.121216,-0.0565411,-0.6632003,0.63214564,4.1645045,-2.251779,-1.6025635,-1.2725846,
-7.121216,-0.0565411,-0.6632003,0.63214564,4.1645045,-2.251779,-1.6025635,-1.2725846,
-15.558865,-0.7186178,-1.0662249,0.20597482,-9.058518,-2.4398978,-1.7787174,-2.9908717,
-15.558865,-0.7186178,-1.0662249,0.20597482,-9.058518,-2.4398978,-1.7787174,-2.9908717,
-15.558865,-0.7186178,-1.0662249,0.20597482,-9.058518,-2.4398978,-1.7787174,-2.9908717,
-15.558865,-0.7186178,-1.0662249,0.20597482,-9.058518,-2.4398978,-1.7787174,-2.9908717,
-16.246822,-1.536942,-1.2686087,0.14931507,-5.3693895,-1.8654901,-1.1837369,-11.029127,
-16.246822,-1.536942,-1.2686087,0.14931507,-5.3693895,-1.8654901,-1.1837369,-11.029127,
-16.246822,-1.536942,-1.2686087,0.14931507,-5.3693895,-1.8654901,-1.1837369,-11.029127,
-16.246822,-1.536942,-1.2686087,0.14931507,-5.3693895,-1.8654901,-1.1837369,-11.029127,
3.0430312,0.746764,0.95782346,2.40771,-1.3186532,0.16817077,-1.0244999,-0.0593565,
3.0516198,0.67461073,0.8528337,1.8806758,0.04968607,0.21512555,-0.776512,0.10773873,
3.2113256,0.69877815,0.8064546,1.8220627,0.24775916,0.51294225,-0.6609754,-0.3171173,
4.602453,0.77983326,1.302413,2.1340387,-0.2702647,0.8146837,-1.2050351,-3.408392,
4.579211,0.72461015,1.2105247,1.7530923,0.80201924,0.83289427,-0.9924402,-3.2752843,
4.5652094,0.7273963,1.1961008,1.7529125,0.9527426,0.8460565,-0.9841818,-3.2427382,
4.536229,0.7271231,1.2238938,1.7442456,1.1961083,0.8478113,-0.9613556,-3.256099,
4.53639,0.7271231,1.2238938,1.7432868,1.2259003,0.8476415,-0.9613556,-3.26176,
4.471545,0.71399957,1.1218286,1.752502,1.401465,0.8302589,-0.9282033,-3.376642,
4.5539203,0.7204974,1.113299,1.7536844,1.5596783,0.8441101,-0.9101478,-3.4761226,
4.8793063,0.6793454,1.1454879,1.7417364,1.0034373,0.8523825,-0.9249418,-3.898423,
4.060133,0.41424274,1.1587827,1.9836215,-0.134789,1.0123717,-1.2635325,-2.4439254,
4.0609894,0.45693013,1.063308,1.6740857,0.9791617,1.0190634,-1.0032483,-2.4037814,
4.046989,0.4330136,1.0629787,1.673906,1.1687363,1.0322254,-0.9949902,-2.3056808,
3.967109,0.43354726,1.0959045,1.6607972,1.3703502,1.0349025,-0.9518108,-2.2964368,
3.964482,0.43354726,1.0959045,1.6598384,1.389313,1.0347328,-0.9518108,-2.3129275,
3.901737,0.43560866,0.997359,1.6688527,1.563514,1.0098299,-0.9012417,-2.4432154,
3.9841118,0.4423375,0.98895425,1.6724604,1.7127209,1.0236809,-0.8790705,-2.55625,
4.282502,0.43904698,1.0148054,1.6789215,1.2305782,1.0436778,-0.8885393,-2.9253764,
4.0736475,1.7197847,0.6673081,1.4316788,1.1597946,0.62664485,-0.8949309,-2.5421822,
4.0132065,1.6910571,0.6860772,1.4221649,1.3432446,0.6283996,-0.8790574,-2.5104828,
4.011939,1.6910571,0.6860772,1.4220111,1.3716079,0.62822986,-0.8790574,-2.515339,
3.9503598,1.6847897,0.58412963,1.4247649,1.5572988,0.61005557,-0.8459051,-2.631754,
4.0327353,1.6889055,0.5753141,1.4226758,1.71313,0.6236631,-0.8300395,-2.7075467,
4.304183,1.705101,0.6076144,1.410073,1.1589174,0.63205934,-0.8175584,-3.097566,
3.558239,-0.044475,0.5748216,1.1963,-1.9159949,0.9918738,1.5338905,-0.1663478,
-8.825103,-0.2020497,-1.341111,-4.932839,-5.2857413,0.21265627,0.7386748,-1.9991618,
-7.642461,-0.2945007,-2.1624436,-5.8575597,-3.194106,0.1741309,0.68945974,-2.4521265,
-6.0627255,-0.0007345,-1.6074418,-2.4451118,-2.939065,-0.1827002,0.52218163,-1.950425,
-4.7760706,0.46232325,-2.6376367,-0.1198333,1.5914661,-0.1289453,0.7325876,-0.6616318,
-4.78968,0.37875783,-0.5397867,0.8656954,4.1881866,0.04157915,1.204311,-0.3699758,
-3.9512134,0.24725735,-1.392331,0.23982495,-1.1998965,-0.070229,0.75822574,-0.6640342,
-4.869132,0.48599952,1.25244,2.7826226,4.591124,0.19227406,1.7434295,1.0415336,
-4.066758,0.21349646,0.28978765,-6.346506,-0.5746954,-0.0668755,0.69736046,-0.9775953,
-4.8135757,0.52677876,0.36769876,0.5224245,4.4336553,0.08097534,1.2893653,0.21675543,
-6.2149825,-0.0222066,-2.5075638,-5.845555,-3.927786,0.16892253,0.70376724,-2.0345607,
-4.9473386,0.03171052,-2.8171887,-0.4422331,-1.3256526,-0.0496552,0.73753214,-1.785019,
-5.085289,0.30841982,-0.642152,0.9113213,3.4182236,-0.0186256,0.7613316,-1.0666999,
5.0140533,1.1137694,-3.0672576,-3.6636038,-2.0180004,-0.2645057,0.5843768,0.8718628,
4.9696636,1.1210749,-1.4182804,-5.074631,-3.0222285,-0.2982881,0.6117149,-0.0190953,
3.1122458,1.1413918,-0.540022,-1.1394101,-5.775896,-0.8557697,0.02773006,0.31322947,
2.2322407,1.0446436,-2.0751705,-0.4974847,-2.7442815,-0.8764746,-0.1043152,-0.3116377,
1.7550441,0.880355,-0.1111742,0.7906316,-0.6492255,-0.7332986,0.6139111,-0.091812,
2.95893,1.2197689,-3.1344075,0.38018778,-4.225583,-0.8044356,0.35826063,-1.3520027,
1.5348688,0.8419068,1.1164776,1.5959036,0.4700401,-0.4546009,1.2069111,-0.1985148,
3.7972775,0.9483424,0.05133507,-5.359447,-4.0973573,-0.7181312,-0.014728,-0.8227741,
1.6440938,0.9223763,0.30148008,0.3596162,0.3273033,-0.5517793,0.7258871,-0.0289986,
4.3937902,0.96240246,-5.0556903,-5.2047706,-3.5967925,-0.4579387,0.35658938,-2.391032,
2.7211082,1.066846,-4.985999,-0.034489,-3.3039148,-0.7721431,0.44700414,-0.7135511,
2.6613739,1.2714368,0.64722425,1.1737844,-0.5269661,-0.6556384,0.17370936,1.5679767,
-2.6078124,-2.1323242,-2.4855452,-0.0104964,-3.5886314,-1.1525744,-0.3408598,-2.665695,
-3.5588315,-2.6607766,-1.4776422,-2.3928146,-7.6373544,-1.3133711,-0.3752572,-4.1601353,
-1.3242897,-1.0647002,-1.023592,1.2236222,0.8715078,0.38943827,1.609043,1.9626634,
-3.269165,-3.038217,-5.253842,-0.913435,-4.8977423,-1.1848271,0.07183183,-4.7893643,
-4.0957966,-2.4838226,-4.7332273,-7.8858356,-4.7610316,-0.811155,0.14549533,-3.040155,
-1.6361965,-1.0277737,-0.0448976,1.5995787,1.5559002,0.53152436,1.6840622,2.612477,
-1.6882217,-1.0421761,-0.3732491,1.5616397,2.1866837,0.48016927,1.7908393,1.3399031,
-2.0830297,-1.5190952,-0.3252701,1.5740957,-0.4095081,-0.9745863,0.4102886,-1.1984553,
-1.5735968,-0.9659959,0.6404182,1.8583935,0.32774508,0.53988427,1.6533706,2.3080983,
-1.7290368,-1.2555892,1.211345,2.592035,1.1523781,-0.7216635,1.1599029,0.8258829,
-4.0911374,-3.0175738,-2.0044646,-8.068045,-4.2119513,-0.7793319,0.18960983,-4.5559106,
-2.1571033,-1.993814,1.7448013,2.6483595,2.6745782,-0.1345843,1.4563065,1.7418725,
4.7216864,-0.2603766,-2.6619458,-4.2149806,-2.1281364,-0.4446038,0.45857015,-0.2112266,
4.530374,-0.3685455,-1.0111833,-5.639032,-3.5323136,-0.4820073,0.41334185,-0.8955444,
3.189293,-0.4630796,-0.8077281,-1.9112375,-6.3380995,-1.002071,0.11911909,-1.6049066,
2.4345424,-0.7463774,-2.4014401,-0.6620843,-3.5990345,-0.9817317,0.03672881,-1.8660402,
2.0541563,-0.5798026,-0.5698305,0.84885585,-1.5210533,-0.817241,0.41300568,-1.9038528,
2.7057137,-0.161156,-2.5911658,-0.4158157,-4.7101784,-0.9027634,0.25188258,-1.8028882,
1.6544288,-0.2066215,1.3421725,2.7600572,0.14281702,-0.5694423,1.0794278,0.38247725,
3.43227,-0.7016341,0.09807912,-6.5866246,-4.8658113,-0.8768619,0.08819744,-2.039444,
1.9614245,-0.9759778,0.02518508,0.58238405,-0.2048913,-0.704044,0.65632397,-0.3414847,
3.9446974,-0.6587215,-3.9956205,-5.716282,-4.1189175,-0.5218588,0.3314598,-2.437051,
2.6565304,-0.6202457,-4.4075594,-0.7834221,-3.9910648,-0.8491467,0.3092678,-1.461762,
2.715335,-0.3458923,0.1326153,0.71226126,-1.1155682,-0.8520906,0.2623575,-0.2384437,
-3.1846545,-0.3161154,-4.4573383,-6.92799,-3.2665346,-0.9071575,0.12793638,-4.4603705,
-3.3097265,-0.3267001,-3.0086946,-8.016042,-3.610832,-0.9268833,0.17220606,-3.7194912,
-2.4269207,-0.3582864,-1.3933342,-1.5895462,-7.0459385,-1.418049,-0.2666709,-0.3998668,
-1.8292106,-0.3113983,-2.4435663,-0.5871748,-3.0624251,-1.2417631,-0.2477077,0.12075142,
-1.3218459,-0.2225381,-0.0921779,1.1199584,-0.3713706,-1.0475912,0.6220297,1.9008642,
-1.8851719,-0.2969685,-2.7327812,-0.1068721,-5.272503,-1.2619225,0.07134377,1.9191351,
-0.856413,-0.0897775,1.2937847,1.7185479,0.9368292,-0.7441009,1.174413,2.115952,
-2.3906658,0.08311324,0.28008735,-6.653119,-4.470768,-1.200954,-0.2004013,2.5440483,
-0.9867892,0.19141556,0.19635656,0.60236675,0.7852521,-0.839371,0.67504233,2.1663644,
-2.7735076,-0.0611507,-4.252083,-6.8522844,-4.0944757,-0.9607421,0.13470799,0.7938866,
-1.9683378,-0.1402556,-4.7283015,-0.1286289,-3.9039078,-1.2418604,0.14145097,-0.9194709,
-1.9756451,-0.3541577,-0.2418586,0.7945487,-0.8535455,-1.1464977,-0.1048219,0.1825193,
2.2786434,-0.975333,-0.1218164,-3.8164477,-0.6829113,-0.1389853,0.7483615,2.4097993,
1.7481495,-0.5978495,0.27166113,-0.7116801,-1.113621,0.04453799,0.80218107,1.0372988,
1.2903976,-0.5518267,-2.108568,-0.4612637,-2.035235,-0.2516385,0.54820114,0.8843119,
1.231633,-0.2896843,-0.2950931,0.77398205,-1.8164961,-0.1867512,0.8180137,0.9516,
1.2188773,-0.6125435,-1.387882,0.28252062,-0.2587438,0.01726753,1.1673262,1.9848554,
1.3953683,-0.2936441,-0.3552325,0.8181189,-1.3142651,-0.0021012,0.8408716,1.7424691,
1.4528666,-0.3057208,-1.0106089,0.8739219,-0.2440936,-0.138638,0.9853313,1.9594978,
1.3474786,-0.1503813,0.6151414,1.2907385,-0.9065341,-0.0481983,1.1151661,1.7462012,
1.4433286,-0.441803,-0.0713621,0.90917236,-0.5675989,-0.1610092,1.3416468,1.5537325,
1.3730267,-0.3095556,0.7365532,1.4336492,-0.5406503,-0.1201038,1.4730487,1.2722818,
-1.107244,-0.7181196,1.2738485,2.432046,-0.4950319,0.55989814,-1.0082539,-0.3133761,
3.4880688,0.5112862,0.72147906,1.5616894,1.3197179,1.07642,-0.8630795,-2.5319326,
2.8846793,0.8952192,0.7011927,1.7404099,0.11829534,0.7637042,-0.8977915,-0.1866293,
2.6382704,0.6407458,1.032042,1.6326102,-0.2302373,0.74741745,-1.0369558,-1.0035791,
3.9005194,1.7349517,0.6650839,1.4654274,1.1433455,1.0273261,-0.8975819,-2.4577093,
-0.6493461,-0.123497,0.5563254,1.2444528,-0.1767059,-0.4661503,-1.6378177,2.4142382,
-0.5529499,-0.0786666,0.6595637,1.2802901,-0.246824,-0.1700342,-1.5051904,2.3522236,
-0.6069522,-0.0829834,0.7308037,1.2655879,-0.1912721,0.73453164,-1.3734492,2.2658243,
-0.724629,-0.1517412,0.4656795,1.2654464,-0.0836687,-0.4024476,-1.5603061,2.4977307,
-0.6488086,-0.1069109,0.5685607,1.3012755,-0.1522264,-0.1772142,-1.4985615,2.4357164,
-0.7017584,-0.1115173,0.637858,1.2869097,-0.115671,0.69109344,-1.4030793,2.3476186,
-0.6732863,-0.101704,0.7034046,1.3292441,0.23341018,-0.2682129,0.2949964,2.2471776,
-0.5681791,-0.0569639,0.8035485,1.3818612,0.14715189,-0.0666546,0.333066,2.1610768,
-0.6220012,-0.0667013,0.86855,1.3669878,0.17811812,0.76683474,0.39372995,2.0794199,
-0.7031954,-0.0843787,0.70713586,1.397417,0.41874802,-0.2183615,0.8905234,2.1989746,
-0.5983123,-0.0396386,0.811611,1.4500694,0.31878757,-0.0628264,0.88256997,2.1069279,
-0.6519103,-0.0469221,0.87583107,1.4264382,0.32293445,0.7405782,0.91314876,2.0492837,
-0.6781584,-0.0516902,0.75875473,1.4351304,0.45948666,-0.2129778,1.1951421,2.2217922,
-0.5794703,-0.0064186,0.86257195,1.490349,0.3613723,-0.0509605,1.1936703,2.1279423,
-0.6331949,-0.0137021,0.92590857,1.4669349,0.3656298,0.75750816,1.2293137,2.0820773,
-0.6724817,-0.05486,0.78708214,1.4860009,0.57497114,-0.1775493,1.1927714,2.188045,
-0.5737936,-0.0095885,0.89089936,1.5375054,0.47685617,-0.013675,1.1931567,2.0941951,
-0.6275182,-0.0168719,0.9501664,1.5140913,0.4811138,0.73639965,1.170406,2.0345688,
-0.7356687,-0.1624189,0.35730293,1.1943077,-0.9902203,-0.4281461,-1.6221218,2.3842893,
-0.7533532,-0.1595519,0.4011682,1.1957387,-0.9966919,-0.2061588,-1.5437952,2.3530393,
-0.6595675,-0.1175886,0.46059814,1.2385172,-1.0136495,-0.1577843,-1.5546821,2.3222744,
-0.6764288,-0.1099974,0.4254161,1.2316537,-1.0487701,0.39501825,-1.4519963,2.2087016,
-0.7125173,-0.1221951,0.5286575,1.2234592,-1.0293837,0.65823376,-1.4601855,2.244812,
-0.7356416,-0.1590099,0.43627602,1.2079756,-0.5803312,-0.4238739,-1.553007,2.4407763,
-0.7533261,-0.1561429,0.48014122,1.2094066,-0.5868029,-0.2018868,-1.4746804,2.4095263,
-0.6595404,-0.1141795,0.5395708,1.252185,-0.6037603,-0.1535123,-1.4855673,2.3787615,
-0.6764017,-0.1065884,0.50438875,1.2453215,-0.6388808,0.39929023,-1.3828815,2.2651887,
-0.7124901,-0.118786,0.60763043,1.2371271,-0.6194943,0.6625056,-1.3910707,2.301299,
-0.724629,-0.1517412,0.4656795,1.2654464,-0.0836687,-0.4024476,-1.5603061,2.4977307,
-0.7423136,-0.1488742,0.5095444,1.2631427,-0.113568,-0.2038877,-1.4819795,2.466481,
-0.6488086,-0.1069109,0.5685607,1.3012755,-0.1522264,-0.1772142,-1.4985615,2.4357164,
-0.66567,-0.0993197,0.53461605,1.2951044,-0.1490978,0.41383758,-1.39489,2.3112392,
-0.7017584,-0.1115173,0.637858,1.2869097,-0.115671,0.69109344,-1.4030793,2.3476186,
-0.4755994,-0.3160608,0.82307035,1.4572428,-0.6786407,-0.3249263,-0.9584225,3.037201,
-0.4935023,-0.309034,0.85373765,1.4500574,-0.7891247,-0.2069513,-0.8794705,3.013349,
-0.3867817,-0.2613744,0.88696295,1.4893907,-0.8376374,-0.190132,-0.924332,2.9905372,
-0.400696,-0.2471628,0.8555255,1.4759514,-0.7716503,0.4637785,-0.8507529,2.8697844,
-0.4416378,-0.2541131,0.9438075,1.4671507,-0.7558174,0.72344065,-0.865095,2.9221315,
-0.718385,-0.0981469,0.5874688,1.3192112,-0.4862206,-0.2261935,0.83029103,2.1051283,
-0.7358893,-0.0956674,0.6428669,1.323935,-0.5077638,-0.0988416,0.8139823,2.0524318,
-0.6132214,-0.0534068,0.6923575,1.3763149,-0.5481818,-0.0326585,0.82090443,2.0130818,
-0.6319684,-0.0484926,0.65189844,1.3603462,-0.6065899,0.43306682,0.8365126,1.9217087,
-0.6668193,-0.0606903,0.75534004,1.3519919,-0.5963244,0.7184565,0.8504974,1.9660733,
-0.7151436,-0.0947378,0.65363175,1.332661,-0.1443226,-0.2234171,0.8314143,2.148918,
-0.7326479,-0.0922583,0.70902973,1.3373848,-0.1658655,-0.0960652,0.81510556,2.0962214,
-0.6099799,-0.0499977,0.7585203,1.3897645,-0.2062832,-0.0298821,0.8220277,2.0568714,
-0.628727,-0.0450836,0.71806127,1.3737959,-0.2646914,0.4358432,0.8376359,1.9654981,
-0.6635779,-0.0572812,0.82150286,1.3654416,-0.2544259,0.7212328,0.8516207,2.0098627,
-0.7031954,-0.0843787,0.70713586,1.397417,0.41874802,-0.2183615,0.8905234,2.1989746,
-0.7206996,-0.0818992,0.76253396,1.398406,0.37377775,-0.1144371,0.87421465,2.146278,
-0.5983123,-0.0396386,0.811611,1.4500694,0.31878757,-0.0628264,0.88256997,2.1069279,
-0.6170594,-0.0347245,0.77238935,1.4347925,0.2986287,0.44114816,0.899164,2.0046494,
-0.6519103,-0.0469221,0.87583107,1.4264382,0.32293445,0.7405782,0.91314876,2.0492837,
-0.4785122,-0.2548958,0.9529371,1.5336721,-0.9313365,-0.1941072,0.73729515,2.7949688,
-0.7206996,-0.0818992,0.76253396,1.398406,0.37377775,-0.1144371,0.87421465,2.146278,
-0.5983123,-0.0396386,0.811611,1.4500694,0.31878757,-0.0628264,0.88256997,2.1069279,
-0.6170594,-0.0347245,0.77238935,1.4347925,0.2986287,0.44114816,0.899164,2.0046494,
-0.6519103,-0.0469221,0.87583107,1.4264382,0.32293445,0.7405782,0.91314876,2.0492837,
-1.8276534,-0.8774082,0.590836,2.1727383,1.025626,-0.7778023,-2.0831883,-5.319369,
-1.1404818,-0.3626505,0.6789562,1.7444866,0.18522596,-0.5074723,-1.9180133,-0.1455532,
-0.7027825,-0.0736067,0.5177356,1.2671502,-0.0120864,-0.3662525,-1.3372252,3.05964,
-1.8956313,-0.9149053,0.64012605,2.1715257,0.9868674,-0.5515943,-2.046876,-5.3229713,
-1.1600434,-0.3635234,0.72898096,1.7467396,0.10961565,-0.2760839,-1.8640567,-0.1439747,
-0.720467,-0.0707397,0.5627843,1.2646627,-0.044268,-0.1835679,-1.2588985,3.0125144,
-1.8408526,-0.7309465,0.66701186,2.269076,0.9354128,-0.2001578,-2.1048307,-5.0289793,
-1.089883,-0.3123,0.7757919,1.8072673,0.0768006,-0.3203377,-1.8813099,-0.2456678,
-0.6244742,-0.0287763,0.6192305,1.3022372,-0.0797168,-0.2168603,-1.2876816,2.9217827,
-1.857012,-0.7051739,0.70709366,2.2940836,0.9333693,0.7682108,-1.9823313,-4.7761397,
-1.1053078,-0.2976805,0.7501905,1.8103272,0.08673812,0.5016008,-1.7357845,-0.1392583,
-0.6413354,-0.0296408,0.58549005,1.2965328,-0.0779245,0.37297624,-1.1840099,2.7960896,
-1.8731365,-0.8338401,0.8379113,2.2942724,1.0083408,0.9505897,-1.9630588,-4.834633,
-1.139879,-0.2901669,0.8593527,1.8151807,0.13564898,0.8754983,-1.7398676,-0.0062363,
-0.6774239,-0.0418384,0.68873185,1.2912942,-0.0458477,0.61941564,-1.1921993,2.8016534,
-1.7276678,-0.6983282,1.0044011,2.4454246,1.7156516,-0.6260375,1.8077157,-4.1780486,
-1.0541722,-0.2579233,0.99962056,1.9030378,0.8078868,-0.3092932,0.9989299,0.02180563,
-0.6889979,-0.0207993,0.7571513,1.3995576,0.48367792,-0.190925,0.88961,2.5368881,
-1.790865,-0.7328612,1.073981,2.4486196,1.6694252,-0.4229738,1.8208839,-4.131606,
-1.0735533,-0.2558321,1.0699334,1.9094887,0.71720564,-0.1298955,1.0008962,0.04458294,
-0.7065022,-0.0183198,0.81373316,1.4003627,0.4364255,-0.1028755,0.87330127,2.4683154,
-1.707728,-0.5431345,1.0909272,2.559985,1.6099882,0.01661297,1.8510786,-3.7829838,
-0.9745095,-0.2043113,1.106805,1.9835465,0.66805893,-0.1481791,1.0096129,-0.0646624,
-0.581627,0.02394083,0.8602397,1.4517155,0.3846449,-0.0975508,0.88313544,2.3826797,
-1.725773,-0.5266196,1.1221102,2.5749965,1.588509,0.8491312,1.8377279,-3.5567162,
-0.9918202,-0.1989495,1.0747211,1.9766111,0.6547089,0.54588467,1.0272633,0.02314904,
-0.600374,0.02039939,0.8212221,1.4369053,0.36314964,0.40520823,0.89972955,2.2791858,
-1.7406602,-0.6552859,1.2403604,2.574937,1.6543595,1.019135,1.8446257,-3.6415062,
-1.0251544,-0.191436,1.1839756,1.9812151,0.69449836,0.9355502,1.0389483,0.1580199,
-0.635225,0.0082018,0.92466384,1.431507,0.38610533,0.6738218,0.9137143,2.2930036,
-0.5681791,-0.0569639,0.8035485,1.3818612,0.14715189,-0.0666546,0.333066,2.1610768,
-0.5737936,-0.0095885,0.89089936,1.5375054,0.47685617,-0.013675,1.1931567,2.0941951,
-0.6488086,-0.1069109,0.5685607,1.3012755,-0.1522264,-0.1772142,-1.4985615,2.4357164,
-0.5681791,-0.0569639,0.8035485,1.3818612,0.14715189,-0.0666546,0.333066,2.1610768,
-0.5983123,-0.0396386,0.811611,1.4500694,0.31878757,-0.0628264,0.88256997,2.1069279,
-0.5737936,-0.0095885,0.89089936,1.5375054,0.47685617,-0.013675,1.1931567,2.0941951,
-0.6395894,-0.0789233,0.5330412,1.2854112,-0.2635737,-0.2117384,-1.8684193,2.3710995,
-0.6465783,-0.0833958,0.6171841,1.3068432,-0.1372906,-0.1696174,-1.1597819,2.2389119,
-0.5964506,-0.0630523,0.6775816,1.3510445,-0.0006953,-0.1041295,-0.3764427,2.1409938,
-0.5771865,-0.0563089,0.7789025,1.3748513,0.128504,-0.0834531,-0.006014,2.1017838,
0.8445685,-0.791294,0.68355054,1.1865283,-0.7388494,-0.3838156,-1.7052178,0.7660027,
0.95317185,-0.774118,0.61655444,1.1916115,-0.7679524,-0.3949666,-1.8577474,0.79403144,
0.84404564,-0.8180974,0.8501006,1.272616,-0.3725942,-0.3222386,-0.1827286,0.6363641,
0.8442743,-0.8078954,0.9095889,1.4220462,-0.0578202,-0.2460854,1.0047821,0.7183781,
0.7840582,-0.7722512,0.794158,1.2917377,-0.1292097,-0.1998163,1.6844364,0.8070316,
0.9818959,-0.6933411,0.6765037,1.2321662,-0.6337131,-0.3585739,-1.2878183,0.92887944,
0.8442743,-0.8078954,0.9095889,1.4220462,-0.0578202,-0.2460854,1.0047821,0.7183781,
0.9077401,-0.7466779,0.7574677,1.2362556,-0.5292038,-0.339976,-0.4400221,0.73653984,
0.7840582,-0.7722512,0.794158,1.2917377,-0.1292097,-0.1998163,1.6844364,0.8070316,